datetime,storage_acft
8/2/61,18337000
8/3/61,18317000
8/4/61,18294000
8/5/61,18280000
8/6/61,18277000
8/7/61,18256000
8/8/61,18239000
8/9/61,18224000
8/10/61,18211000
8/11/61,18204000
8/12/61,18200000
8/13/61,18202000
8/14/61,18189000
8/15/61,18165000
8/16/61,18145000
8/17/61,18127000
8/18/61,18107000
8/19/61,18093000
8/20/61,18089000
8/21/61,18062000
8/22/61,18045000
8/23/61,18043000
8/24/61,18028000
8/25/61,18022000
8/26/61,18016000
8/27/61,18015000
8/28/61,17999000
8/29/61,17989000
8/30/61,17971000
8/31/61,17961000
9/1/61,17953000
9/2/61,17949000
9/3/61,17951000
9/4/61,17954000
9/5/61,17940000
9/6/61,17923000
9/7/61,17903000
9/8/61,17883000
9/9/61,17871000
9/10/61,17869000
9/11/61,17872000
9/12/61,17888000
9/13/61,17908000
9/14/61,17929000
9/15/61,17942000
9/16/61,17947000
9/17/61,17956000
9/18/61,17955000
9/19/61,17951000
9/20/61,17945000
9/21/61,17937000
9/22/61,17930000
9/23/61,17938000
9/24/61,17958000
9/25/61,17954000
9/26/61,17947000
9/27/61,17935000
9/28/61,17923000
9/29/61,17924000
9/30/61,17928000
10/1/61,17941000
10/2/61,17943000
10/3/61,17935000
10/4/61,17936000
10/5/61,17937000
10/6/61,17938000
10/7/61,17937000
10/8/61,17947000
10/9/61,17954000
10/10/61,17950000
10/11/61,17949000
10/12/61,17953000
10/13/61,17966000
10/14/61,17974000
10/15/61,17995000
10/16/61,18004000
10/17/61,18016000
10/18/61,18026000
10/19/61,18032000
10/20/61,18039000
10/21/61,18047000
10/22/61,18059000
10/23/61,18065000
10/24/61,18075000
10/25/61,18073000
10/26/61,18074000
10/27/61,18073000
10/28/61,18078000
10/29/61,18086000
10/30/61,18080000
10/31/61,18086000
11/1/61,18087000
11/2/61,18094000
11/3/61,18101000
11/4/61,18112000
11/5/61,18121000
11/6/61,18124000
11/7/61,18124000
11/8/61,18122000
11/9/61,18125000
11/10/61,18126000
11/11/61,18131000
11/12/61,18139000
11/13/61,18128000
11/14/61,18124000
11/15/61,18120000
11/16/61,18107000
11/17/61,18106000
11/18/61,18100000
11/19/61,18106000
11/20/61,18091000
11/21/61,18091000
11/22/61,18087000
11/23/61,18092000
11/24/61,18091000
11/25/61,18087000
11/26/61,18099000
11/27/61,18096000
11/28/61,18099000
11/29/61,18094000
11/30/61,18094000
12/1/61,18095000
12/2/61,18095000
12/3/61,18106000
12/4/61,18109000
12/5/61,18109000
12/6/61,18105000
12/7/61,18100000
12/8/61,18096000
12/9/61,18092000
12/10/61,18095000
12/11/61,18091000
12/12/61,18081000
12/13/61,18078000
12/14/61,18073000
12/15/61,18071000
12/16/61,18071000
12/17/61,18073000
12/18/61,18066000
12/19/61,18054000
12/20/61,18052000
12/21/61,18038000
12/22/61,18030000
12/23/61,18029000
12/24/61,18032000
12/25/61,18035000
12/26/61,18029000
12/27/61,18026000
12/28/61,18022000
12/29/61,18019000
12/30/61,18022000
12/31/61,18023000
1/1/62,18029000
1/2/62,18029000
1/3/62,18029000
1/4/62,18025000
1/5/62,18023000
1/6/62,18023000
1/7/62,18027000
1/8/62,18021000
1/9/62,18020000
1/10/62,18010000
1/11/62,17994000
1/12/62,17976000
1/13/62,17978000
1/14/62,17983000
1/15/62,17971000
1/16/62,17964000
1/17/62,17954000
1/18/62,17950000
1/19/62,17942000
1/20/62,17937000
1/21/62,17941000
1/22/62,17930000
1/23/62,17920000
1/24/62,17912000
1/25/62,17908000
1/26/62,17901000
1/27/62,17903000
1/28/62,17908000
1/29/62,17906000
1/30/62,17905000
1/31/62,17901000
2/1/62,17899000
2/2/62,17896000
2/3/62,17895000
2/4/62,17901000
2/5/62,17889000
2/6/62,17878000
2/7/62,17867000
2/8/62,17859000
2/9/62,17851000
2/10/62,17855000
2/11/62,17866000
2/12/62,17878000
2/13/62,17890000
2/14/62,17907000
2/15/62,17915000
2/16/62,17937000
2/17/62,17962000
2/18/62,18013000
2/19/62,18055000
2/20/62,18106000
2/21/62,18141000
2/22/62,18176000
2/23/62,18200000
2/24/62,18224000
2/25/62,18237000
2/26/62,18252000
2/27/62,18249000
2/28/62,18249000
3/1/62,18242000
3/2/62,18237000
3/3/62,18242000
3/4/62,18244000
3/5/62,18239000
3/6/62,18231000
3/7/62,18223000
3/8/62,18212000
3/9/62,18187000
3/10/62,18184000
3/11/62,18176000
3/12/62,18164000
3/13/62,18145000
3/14/62,18130000
3/15/62,18122000
3/16/62,18119000
3/17/62,18121000
3/18/62,18125000
3/19/62,18120000
3/20/62,18113000
3/21/62,18098000
3/22/62,18084000
3/23/62,18068000
3/24/62,18067000
3/25/62,18069000
3/26/62,18061000
3/27/62,18049000
3/28/62,18047000
3/29/62,18047000
3/30/62,18040000
3/31/62,18041000
4/1/62,18048000
4/2/62,18072000
4/3/62,18107000
4/4/62,18141000
4/5/62,18171000
4/6/62,18187000
4/7/62,18215000
4/8/62,18242000
4/9/62,18264000
4/10/62,18291000
4/11/62,18321000
4/12/62,18334000
4/13/62,18360000
4/14/62,18391000
4/15/62,18428000
4/16/62,18451000
4/17/62,18464000
4/18/62,18479000
4/19/62,18496000
4/20/62,18543000
4/21/62,18602000
4/22/62,18677000
4/23/62,18745000
4/24/62,18817000
4/25/62,18899000
4/26/62,18988000
4/27/62,19076000
4/28/62,19164000
4/29/62,19267000
4/30/62,19357000
5/1/62,19449000
5/2/62,19542000
5/3/62,19637000
5/4/62,19731000
5/5/62,19826000
5/6/62,19922000
5/7/62,19999000
5/8/62,20065000
5/9/62,20135000
5/10/62,20200000
5/11/62,20282000
5/12/62,20375000
5/13/62,20484000
5/14/62,20590000
5/15/62,20700000
5/16/62,20820000
5/17/62,20943000
5/18/62,21065000
5/19/62,21186000
5/20/62,21310000
5/21/62,21407000
5/22/62,21488000
5/23/62,21550000
5/24/62,21609000
5/25/62,21655000
5/26/62,21706000
5/27/62,21762000
5/28/62,21801000
5/29/62,21837000
5/30/62,21892000
5/31/62,21920000
6/1/62,21964000
6/2/62,22012000
6/3/62,22062000
6/4/62,22106000
6/5/62,22143000
6/6/62,22177000
6/7/62,22219000
6/8/62,22259000
6/9/62,22313000
6/10/62,22375000
6/11/62,22433000
6/12/62,22489000
6/13/62,22544000
6/14/62,22549000
6/15/62,22647000
6/16/62,22731000
6/17/62,22808000
6/18/62,22880000
6/19/62,22973000
6/20/62,23043000
6/21/62,23110000
6/22/62,23176000
6/23/62,23242000
6/24/62,23307000
6/25/62,23371000
6/26/62,23437000
6/27/62,23497000
6/28/62,23563000
6/29/62,23628000
6/30/62,23696000
7/1/62,23772000
7/2/62,23838000
7/3/62,23901000
7/4/62,23980000
7/5/62,24046000
7/6/62,24111000
7/7/62,24175000
7/8/62,24242000
7/9/62,24292000
7/10/62,24338000
7/11/62,24377000
7/12/62,24413000
7/13/62,24441000
7/14/62,24472000
7/15/62,24502000
7/16/62,24520000
7/17/62,24532000
7/18/62,24539000
7/19/62,24544000
7/20/62,24548000
7/21/62,24566000
7/22/62,24575000
7/23/62,24578000
7/24/62,24573000
7/25/62,24569000
7/26/62,24569000
7/27/62,24561000
7/28/62,24561000
7/29/62,24569000
7/30/62,24560000
7/31/62,24548000
8/1/62,24538000
8/2/62,24529000
8/3/62,24519000
8/4/62,24510000
8/5/62,24502000
8/6/62,24489000
8/7/62,24473000
8/8/62,24458000
8/9/62,24438000
8/10/62,24426000
8/11/62,24416000
8/12/62,24410000
8/13/62,24395000
8/14/62,24380000
8/15/62,24366000
8/16/62,24354000
8/17/62,24336000
8/18/62,24320000
8/19/62,24322000
8/20/62,24304000
8/21/62,24286000
8/22/62,24263000
8/23/62,24244000
8/24/62,24223000
8/25/62,24209000
8/26/62,24199000
8/27/62,24180000
8/28/62,24158000
8/29/62,24133000
8/30/62,24114000
8/31/62,24089000
9/1/62,24070000
9/2/62,24063000
9/3/62,24054000
9/4/62,24027000
9/5/62,24006000
9/6/62,23982000
9/7/62,23957000
9/8/62,23948000
9/9/62,23933000
9/10/62,23909000
9/11/62,23885000
9/12/62,23864000
9/13/62,23843000
9/14/62,23819000
9/15/62,23806000
9/16/62,23804000
9/17/62,23783000
9/18/62,23766000
9/19/62,23746000
9/20/62,23722000
9/21/62,23703000
9/22/62,23690000
9/23/62,23693000
9/24/62,23673000
9/25/62,23660000
9/26/62,23644000
9/27/62,23638000
9/28/62,23622000
9/29/62,23622000
9/30/62,23624000
10/1/62,23616000
10/2/62,23616000
10/3/62,23612000
10/4/62,23611000
10/5/62,23606000
10/6/62,23606000
10/7/62,23612000
10/8/62,23603000
10/9/62,23593000
10/10/62,23579000
10/11/62,23562000
10/12/62,23553000
10/13/62,23546000
10/14/62,23549000
10/15/62,23539000
10/16/62,23524000
10/17/62,23514000
10/18/62,23499000
10/19/62,23487000
10/20/62,23487000
10/21/62,23494000
10/22/62,23497000
10/23/62,23507000
10/24/62,23509000
10/25/62,23507000
10/26/62,23499000
10/27/62,23500000
10/28/62,23507000
10/29/62,23499000
10/30/62,23491000
10/31/62,23487000
11/1/62,23484000
11/2/62,23480000
11/3/62,23479000
11/4/62,23483000
11/5/62,23477000
11/6/62,23469000
11/7/62,23456000
11/8/62,23446000
11/9/62,23436000
11/10/62,23430000
11/11/62,23431000
11/12/62,23423000
11/13/62,23417000
11/14/62,23406000
11/15/62,23394000
11/16/62,23380000
11/17/62,23370000
11/18/62,23367000
11/19/62,23354000
11/20/62,23344000
11/21/62,23333000
11/22/62,23342000
11/23/62,23336000
11/24/62,23333000
11/25/62,23339000
11/26/62,23329000
11/27/62,23322000
11/28/62,23307000
11/29/62,23271000
11/30/62,23258000
12/1/62,23254000
12/2/62,23255000
12/3/62,23251000
12/4/62,23239000
12/5/62,23227000
12/6/62,23215000
12/7/62,23203000
12/8/62,23196000
12/9/62,23194000
12/10/62,23186000
12/11/62,23172000
12/12/62,23160000
12/13/62,23148000
12/14/62,23136000
12/15/62,23129000
12/16/62,23128000
12/17/62,23115000
12/18/62,23110000
12/19/62,23100000
12/20/62,23088000
12/21/62,23074000
12/22/62,23066000
12/23/62,23063000
12/24/62,23060000
12/25/62,23053000
12/26/62,23036000
12/27/62,23018000
12/28/62,23001000
12/29/62,22993000
12/30/62,22991000
12/31/62,22990000
1/1/63,22990000
1/2/63,22980000
1/3/63,22973000
1/4/63,22967000
1/5/63,22960000
1/6/63,22962000
1/7/63,22953000
1/8/63,22946000
1/9/63,22936000
1/10/63,22932000
1/11/63,22925000
1/12/63,22908000
1/13/63,22901000
1/14/63,22891000
1/15/63,22881000
1/16/63,22876000
1/17/63,22861000
1/18/63,22845000
1/19/63,22828000
1/20/63,22821000
1/21/63,22808000
1/22/63,22793000
1/23/63,22786000
1/24/63,22772000
1/25/63,22759000
1/26/63,22746000
1/27/63,22741000
1/28/63,22725000
1/29/63,22710000
1/30/63,22693000
1/31/63,22676000
2/1/63,22675000
2/2/63,22671000
2/3/63,22672000
2/4/63,22664000
2/5/63,22653000
2/6/63,22644000
2/7/63,22633000
2/8/63,22621000
2/9/63,22610000
2/10/63,22615000
2/11/63,22612000
2/12/63,22603000
2/13/63,22594000
2/14/63,22587000
2/15/63,22576000
2/16/63,22569000
2/17/63,22572000
2/18/63,22565000
2/19/63,22556000
2/20/63,22549000
2/21/63,22537000
2/22/63,22533000
2/23/63,22528000
2/24/63,22533000
2/25/63,22522000
2/26/63,22515000
2/27/63,22504000
2/28/63,22496000
3/1/63,22488000
3/2/63,22480000
3/3/63,22471000
3/4/63,22453000
3/5/63,22433000
3/6/63,22413000
3/7/63,22397000
3/8/63,22380000
3/9/63,22359000
3/10/63,22350000
3/11/63,22333000
3/12/63,22313000
3/13/63,22289000
3/14/63,22256000
3/15/63,22235000
3/16/63,22216000
3/17/63,22209000
3/18/63,22177000
3/19/63,22151000
3/20/63,22124000
3/21/63,22099000
3/22/63,22072000
3/23/63,22046000
3/24/63,22037000
3/25/63,22005000
3/26/63,21977000
3/27/63,21945000
3/28/63,21918000
3/29/63,21892000
3/30/63,21876000
3/31/63,21864000
4/1/63,21839000
4/2/63,21803000
4/3/63,21779000
4/4/63,21754000
4/5/63,21728000
4/6/63,21702000
4/7/63,21686000
4/8/63,21658000
4/9/63,21621000
4/10/63,21590000
4/11/63,21558000
4/12/63,21528000
4/13/63,21503000
4/14/63,21483000
4/15/63,21452000
4/16/63,21416000
4/17/63,21380000
4/18/63,21347000
4/19/63,21316000
4/20/63,21291000
4/21/63,21275000
4/22/63,21250000
4/23/63,21223000
4/24/63,21195000
4/25/63,21166000
4/26/63,21138000
4/27/63,21124000
4/28/63,21111000
4/29/63,21083000
4/30/63,21054000
5/1/63,21030000
5/2/63,21000000
5/3/63,20972000
5/4/63,20955000
5/5/63,20942000
5/6/63,20915000
5/7/63,20888000
5/8/63,20863000
5/9/63,20838000
5/10/63,20805000
5/11/63,20786000
5/12/63,20773000
5/13/63,20773000
5/14/63,20708000
5/15/63,20679000
5/16/63,20642000
5/17/63,20609000
5/18/63,20577000
5/19/63,20555000
5/20/63,20520000
5/21/63,20488000
5/22/63,20451000
5/23/63,20416000
5/24/63,20386000
5/25/63,20362000
5/26/63,20346000
5/27/63,20314000
5/28/63,20282000
5/29/63,20250000
5/30/63,20232000
5/31/63,20197000
6/1/63,20170000
6/2/63,20159000
6/3/63,20126000
6/4/63,20112000
6/5/63,20093000
6/6/63,20058000
6/7/63,20034000
6/8/63,20020000
6/9/63,20009000
6/10/63,19985000
6/11/63,19968000
6/12/63,19948000
6/13/63,19928000
6/14/63,19901000
6/15/63,19884000
6/16/63,19870000
6/17/63,19860000
6/18/63,19831000
6/19/63,19808000
6/20/63,19780000
6/21/63,19754000
6/22/63,19731000
6/23/63,19714000
6/24/63,19693000
6/25/63,19668000
6/26/63,19640000
6/27/63,19610000
6/28/63,19576000
6/29/63,19551000
6/30/63,19538000
7/1/63,19512000
7/2/63,19488000
7/3/63,19465000
7/4/63,19452000
7/5/63,19427000
7/6/63,19405000
7/7/63,19392000
7/8/63,19363000
7/9/63,19337000
7/10/63,19304000
7/11/63,19271000
7/12/63,19244000
7/13/63,19222000
7/14/63,19207000
7/15/63,19176000
7/16/63,19142000
7/17/63,19109000
7/18/63,19077000
7/19/63,19043000
7/20/63,19020000
7/21/63,19002000
7/22/63,18972000
7/23/63,18938000
7/24/63,18904000
7/25/63,18873000
7/26/63,18836000
7/27/63,18813000
7/28/63,18793000
7/29/63,18761000
7/30/63,18731000
7/31/63,18699000
8/1/63,18671000
8/2/63,18646000
8/3/63,18623000
8/4/63,18613000
8/5/63,18586000
8/6/63,18562000
8/7/63,18539000
8/8/63,18514000
8/9/63,18488000
8/10/63,18469000
8/11/63,18457000
8/12/63,18435000
8/13/63,18404000
8/14/63,18373000
8/15/63,18340000
8/16/63,18310000
8/17/63,18285000
8/18/63,18269000
8/19/63,18237000
8/20/63,18209000
8/21/63,18178000
8/22/63,18150000
8/23/63,18124000
8/24/63,18102000
8/25/63,18093000
8/26/63,18065000
8/27/63,18039000
8/28/63,18014000
8/29/63,17988000
8/30/63,17955000
8/31/63,17937000
9/1/63,17935000
9/2/63,17930000
9/3/63,17909000
9/4/63,17900000
9/5/63,17881000
9/6/63,17860000
9/7/63,17845000
9/8/63,17840000
9/9/63,17823000
9/10/63,17798000
9/11/63,17770000
9/12/63,17736000
9/13/63,17712000
9/14/63,17694000
9/15/63,17687000
9/16/63,17664000
9/17/63,17635000
9/18/63,17623000
9/19/63,17599000
9/20/63,17579000
9/21/63,17567000
9/22/63,17561000
9/23/63,17539000
9/24/63,17512000
9/25/63,17486000
9/26/63,17455000
9/27/63,17426000
9/28/63,17408000
9/29/63,17397000
9/30/63,17371000
10/1/63,17354000
10/2/63,17337000
10/3/63,17320000
10/4/63,17304000
10/5/63,17289000
10/6/63,17286000
10/7/63,17268000
10/8/63,17248000
10/9/63,17227000
10/10/63,17211000
10/11/63,17189000
10/12/63,17179000
10/13/63,17173000
10/14/63,17156000
10/15/63,17136000
10/16/63,17118000
10/17/63,17090000
10/18/63,17080000
10/19/63,17071000
10/20/63,17067000
10/21/63,17052000
10/22/63,17034000
10/23/63,17020000
10/24/63,17006000
10/25/63,16991000
10/26/63,16979000
10/27/63,16977000
10/28/63,16959000
10/29/63,16945000
10/30/63,16927000
10/31/63,16910000
11/1/63,16893000
11/2/63,16879000
11/3/63,16870000
11/4/63,16858000
11/5/63,16841000
11/6/63,16817000
11/7/63,16813000
11/8/63,16801000
11/9/63,16792000
11/10/63,16790000
11/11/63,16782000
11/12/63,16771000
11/13/63,16753000
11/14/63,16740000
11/15/63,16724000
11/16/63,16717000
11/17/63,16706000
11/18/63,16693000
11/19/63,16678000
11/20/63,16660000
11/21/63,16645000
11/22/63,16632000
11/23/63,16620000
11/24/63,16612000
11/25/63,16595000
11/26/63,16577000
11/27/63,16561000
11/28/63,16553000
11/29/63,16535000
11/30/63,16518000
12/1/63,16515000
12/2/63,16498000
12/3/63,16480000
12/4/63,16463000
12/5/63,16448000
12/6/63,16434000
12/7/63,16424000
12/8/63,16415000
12/9/63,16395000
12/10/63,16387000
12/11/63,16367000
12/12/63,16350000
12/13/63,16337000
12/14/63,16325000
12/15/63,16315000
12/16/63,16298000
12/17/63,16277000
12/18/63,16259000
12/19/63,16243000
12/20/63,16220000
12/21/63,16204000
12/22/63,16190000
12/23/63,16166000
12/24/63,16153000
12/25/63,16143000
12/26/63,16123000
12/27/63,16094000
12/28/63,16075000
12/29/63,16064000
12/30/63,16038000
12/31/63,16012000
1/1/64,16007000
1/2/64,15996000
1/3/64,15974000
1/4/64,15955000
1/5/64,15948000
1/6/64,15932000
1/7/64,15912000
1/8/64,15889000
1/9/64,15866000
1/10/64,15837000
1/11/64,15814000
1/12/64,15801000
1/13/64,15770000
1/14/64,15745000
1/15/64,15718000
1/16/64,15692000
1/17/64,15665000
1/18/64,15646000
1/19/64,15643000
1/20/64,15612000
1/21/64,15595000
1/22/64,15579000
1/23/64,15556000
1/24/64,15547000
1/25/64,15525000
1/26/64,15520000
1/27/64,15508000
1/28/64,15491000
1/29/64,15476000
1/30/64,15463000
1/31/64,15448000
2/1/64,15437000
2/2/64,15432000
2/3/64,15418000
2/4/64,15406000
2/5/64,15398000
2/6/64,15383000
2/7/64,15373000
2/8/64,15366000
2/9/64,15367000
2/10/64,15362000
2/11/64,15347000
2/12/64,15334000
2/13/64,15318000
2/14/64,15298000
2/15/64,15282000
2/16/64,15271000
2/17/64,15251000
2/18/64,15236000
2/19/64,15222000
2/20/64,15204000
2/21/64,15187000
2/22/64,15185000
2/23/64,15179000
2/24/64,15161000
2/25/64,15148000
2/26/64,15130000
2/27/64,15115000
2/28/64,15098000
2/29/64,15090000
3/1/64,15088000
3/2/64,15080000
3/3/64,15059000
3/4/64,15042000
3/5/64,15027000
3/6/64,15002000
3/7/64,14984000
3/8/64,14975000
3/9/64,14954000
3/10/64,14930000
3/11/64,14911000
3/12/64,14887000
3/13/64,14868000
3/14/64,14851000
3/15/64,14846000
3/16/64,14824000
3/17/64,14802000
3/18/64,14782000
3/19/64,14763000
3/20/64,14739000
3/21/64,14715000
3/22/64,14714000
3/23/64,14693000
3/24/64,14665000
3/25/64,14642000
3/26/64,14620000
3/27/64,14601000
3/28/64,14587000
3/29/64,14594000
3/30/64,14604000
3/31/64,14609000
4/1/64,14615000
4/2/64,14616000
4/3/64,14614000
4/4/64,14617000
4/5/64,14629000
4/6/64,14622000
4/7/64,14608000
4/8/64,14598000
4/9/64,14587000
4/10/64,14579000
4/11/64,14579000
4/12/64,14588000
4/13/64,14585000
4/14/64,14582000
4/15/64,14585000
4/16/64,14594000
4/17/64,14597000
4/18/64,14611000
4/19/64,14624000
4/20/64,14619000
4/21/64,14609000
4/22/64,14597000
4/23/64,14579000
4/24/64,14570000
4/25/64,14564000
4/26/64,14572000
4/27/64,14563000
4/28/64,14554000
4/29/64,14552000
4/30/64,14564000
5/1/64,14569000
5/2/64,14594000
5/3/64,14621000
5/4/64,14615000
5/5/64,14609000
5/6/64,14601000
5/7/64,14600000
5/8/64,14601000
5/9/64,14609000
5/10/64,14624000
5/11/64,14620000
5/12/64,14611000
5/13/64,14602000
5/14/64,14581000
5/15/64,14553000
5/16/64,14532000
5/17/64,14525000
5/18/64,14494000
5/19/64,14459000
5/20/64,14423000
5/21/64,14392000
5/22/64,14353000
5/23/64,14336000
5/24/64,14327000
5/25/64,14298000
5/26/64,14262000
5/27/64,14230000
5/28/64,14199000
5/29/64,14171000
5/30/64,14156000
5/31/64,14140000
6/1/64,14109000
6/2/64,14079000
6/3/64,14050000
6/4/64,14025000
6/5/64,13999000
6/6/64,13981000
6/7/64,13964000
6/8/64,13949000
6/9/64,13924000
6/10/64,13901000
6/11/64,13878000
6/12/64,13857000
6/13/64,13836000
6/14/64,13828000
6/15/64,13797000
6/16/64,13769000
6/17/64,13749000
6/18/64,13725000
6/19/64,13696000
6/20/64,13678000
6/21/64,13669000
6/22/64,13643000
6/23/64,13612000
6/24/64,13586000
6/25/64,13556000
6/26/64,13523000
6/27/64,13513000
6/28/64,13498000
6/29/64,13472000
6/30/64,13446000
7/1/64,13419000
7/2/64,13385000
7/3/64,13356000
7/4/64,13343000
7/5/64,13328000
7/6/64,13298000
7/7/64,13265000
7/8/64,13232000
7/9/64,13204000
7/10/64,13167000
7/11/64,13143000
7/12/64,13128000
7/13/64,13094000
7/14/64,13058000
7/15/64,13029000
7/16/64,12998000
7/17/64,12967000
7/18/64,12942000
7/19/64,12929000
7/20/64,12897000
7/21/64,12859000
7/22/64,12826000
7/23/64,12794000
7/24/64,12764000
7/25/64,12748000
7/26/64,12737000
7/27/64,12711000
7/28/64,12685000
7/29/64,12657000
7/30/64,12626000
7/31/64,12599000
8/1/64,12578000
8/2/64,12576000
8/3/64,12560000
8/4/64,12536000
8/5/64,12521000
8/6/64,12506000
8/7/64,12486000
8/8/64,12476000
8/9/64,12472000
8/10/64,12453000
8/11/64,12425000
8/12/64,12404000
8/13/64,12379000
8/14/64,12353000
8/15/64,12342000
8/16/64,12339000
8/17/64,12323000
8/18/64,12304000
8/19/64,12290000
8/20/64,12269000
8/21/64,12253000
8/22/64,12239000
8/23/64,12236000
8/24/64,12215000
8/25/64,12193000
8/26/64,12173000
8/27/64,12157000
8/28/64,12138000
8/29/64,12122000
8/30/64,12120000
8/31/64,12098000
9/1/64,12077000
9/2/64,12056000
9/3/64,12035000
9/4/64,12009000
9/5/64,11992000
9/6/64,11986000
9/7/64,11978000
9/8/64,11958000
9/9/64,11938000
9/10/64,11919000
9/11/64,11907000
9/12/64,11896000
9/13/64,11895000
9/14/64,11883000
9/15/64,11874000
9/16/64,11863000
9/17/64,11846000
9/18/64,11831000
9/19/64,11823000
9/20/64,11813000
9/21/64,11796000
9/22/64,11777000
9/23/64,11753000
9/24/64,11730000
9/25/64,11713000
9/26/64,11695000
9/27/64,11691000
9/28/64,11666000
9/29/64,11644000
9/30/64,11623000
10/1/64,11610000
10/2/64,11595000
10/3/64,11593000
10/4/64,11598000
10/5/64,11584000
10/6/64,11571000
10/7/64,11558000
10/8/64,11539000
10/9/64,11527000
10/10/64,11520000
10/11/64,11521000
10/12/64,11504000
10/13/64,11490000
10/14/64,11474000
10/15/64,11463000
10/16/64,11450000
10/17/64,11440000
10/18/64,11442000
10/19/64,11426000
10/20/64,11409000
10/21/64,11391000
10/22/64,11381000
10/23/64,11370000
10/24/64,11361000
10/25/64,11365000
10/26/64,11354000
10/27/64,11347000
10/28/64,11339000
10/29/64,11328000
10/30/64,11320000
10/31/64,11315000
11/1/64,11311000
11/2/64,11306000
11/3/64,11300000
11/4/64,11291000
11/5/64,11283000
11/6/64,11276000
11/7/64,11275000
11/8/64,11279000
11/9/64,11271000
11/10/64,11267000
11/11/64,11269000
11/12/64,11260000
11/13/64,11256000
11/14/64,11255000
11/15/64,11257000
11/16/64,11251000
11/17/64,11240000
11/18/64,11232000
11/19/64,11222000
11/20/64,11216000
11/21/64,11214000
11/22/64,11218000
11/23/64,11216000
11/24/64,11213000
11/25/64,11213000
11/26/64,11214000
11/27/64,11211000
11/28/64,11211000
11/29/64,11217000
11/30/64,11215000
12/1/64,11209000
12/2/64,11206000
12/3/64,11200000
12/4/64,11189000
12/5/64,11183000
12/6/64,11183000
12/7/64,11178000
12/8/64,11171000
12/9/64,11163000
12/10/64,11164000
12/11/64,11164000
12/12/64,11165000
12/13/64,11170000
12/14/64,11171000
12/15/64,11169000
12/16/64,11167000
12/17/64,11164000
12/18/64,11164000
12/19/64,11160000
12/20/64,11166000
12/21/64,11165000
12/22/64,11156000
12/23/64,11166000
12/24/64,11161000
12/25/64,11164000
12/26/64,11164000
12/27/64,11162000
12/28/64,11154000
12/29/64,11142000
12/30/64,11131000
12/31/64,11136000
1/1/65,11155000
1/2/65,11161000
1/3/65,11170000
1/4/65,11169000
1/5/65,11164000
1/6/65,11159000
1/7/65,11153000
1/8/65,11152000
1/9/65,11150000
1/10/65,11159000
1/11/65,11164000
1/12/65,11170000
1/13/65,11177000
1/14/65,11182000
1/15/65,11184000
1/16/65,11190000
1/17/65,11204000
1/18/65,11213000
1/19/65,11216000
1/20/65,11219000
1/21/65,11227000
1/22/65,11235000
1/23/65,11242000
1/24/65,11245000
1/25/65,11253000
1/26/65,11254000
1/27/65,11261000
1/28/65,11267000
1/29/65,11268000
1/30/65,11277000
1/31/65,11289000
2/1/65,11289000
2/2/65,11289000
2/3/65,11285000
2/4/65,11286000
2/5/65,11278000
2/6/65,11288000
2/7/65,11299000
2/8/65,11298000
2/9/65,11293000
2/10/65,11290000
2/11/65,11285000
2/12/65,11286000
2/13/65,11284000
2/14/65,11299000
2/15/65,11306000
2/16/65,11319000
2/17/65,11330000
2/18/65,11339000
2/19/65,11341000
2/20/65,11348000
2/21/65,11356000
2/22/65,11357000
2/23/65,11356000
2/24/65,11356000
2/25/65,11353000
2/26/65,11350000
2/27/65,11356000
2/28/65,11361000
3/1/65,11355000
3/2/65,11335000
3/3/65,11314000
3/4/65,11297000
3/5/65,11297000
3/6/65,11309000
3/7/65,11300000
3/8/65,11287000
3/9/65,11269000
3/10/65,11254000
3/11/65,11238000
3/12/65,11226000
3/13/65,11222000
3/14/65,11217000
3/15/65,11203000
3/16/65,11182000
3/17/65,11168000
3/18/65,11171000
3/19/65,11194000
3/20/65,11212000
3/21/65,11219000
3/22/65,11209000
3/23/65,11204000
3/24/65,11193000
3/25/65,11182000
3/26/65,11175000
3/27/65,11172000
3/28/65,11182000
3/29/65,11176000
3/30/65,11168000
3/31/65,11151000
4/1/65,11152000
4/2/65,11136000
4/3/65,11129000
4/4/65,11137000
4/5/65,11138000
4/6/65,11136000
4/7/65,11147000
4/8/65,11167000
4/9/65,11181000
4/10/65,11195000
4/11/65,11210000
4/12/65,11243000
4/13/65,11305000
4/14/65,11337000
4/15/65,11350000
4/16/65,11362000
4/17/65,11372000
4/18/65,11392000
4/19/65,11407000
4/20/65,11412000
4/21/65,11418000
4/22/65,11424000
4/23/65,11425000
4/24/65,11437000
4/25/65,11494000
4/26/65,11537000
4/27/65,11584000
4/28/65,11641000
4/29/65,11677000
4/30/65,11723000
5/1/65,11777000
5/2/65,11818000
5/3/65,11838000
5/4/65,11856000
5/5/65,11884000
5/6/65,11930000
5/7/65,11967000
5/8/65,12029000
5/9/65,12114000
5/10/65,12170000
5/11/65,12205000
5/12/65,12229000
5/13/65,12265000
5/14/65,12279000
5/15/65,12301000
5/16/65,12345000
5/17/65,12356000
5/18/65,12381000
5/19/65,12409000
5/20/65,12424000
5/21/65,12439000
5/22/65,12480000
5/23/65,12551000
5/24/65,12605000
5/25/65,12685000
5/26/65,12762000
5/27/65,12841000
5/28/65,12928000
5/29/65,13022000
5/30/65,13113000
5/31/65,13209000
