"","evaporation_m","date"
"1",0.0000328373722732067,2010-01-01
"2",0.0000473779886960983,2010-01-02
"3",0.0000384610667824745,2010-01-03
"4",0.0000367940664291382,2010-01-04
"5",0.0000283148493617773,2010-01-05
"6",0.0000340478532016277,2010-01-06
"7",0.0000408838503062725,2010-01-07
"8",0.0000288145765662193,2010-01-08
"9",0.0000335652455687523,2010-01-09
"10",0.0000428730770945549,2010-01-10
"11",0.000038067352026701,2010-01-11
"12",0.0000531723648309708,2010-01-12
"13",0.0000455262772738934,2010-01-13
"14",0.0000534529723227024,2010-01-14
"15",0.000031747680157423,2010-01-15
"16",0.000047521498054266,2010-01-16
"17",0.0000414990559220314,2010-01-17
"18",0.0000457499399781227,2010-01-18
"19",0.0000657033994793892,2010-01-19
"20",0.0000943135395646095,2010-01-20
"21",0.0000337546393275261,2010-01-21
"22",0.000194430232048035,2010-01-22
"23",0.0000753316357731819,2010-01-23
"24",0.0000474629402160645,2010-01-24
"25",0.0000578053891658783,2010-01-25
"26",0.0000774168074131012,2010-01-26
"27",0.0000633611008524895,2010-01-27
"28",0.0001022654697299,2010-01-28
"29",0.0000532112419605255,2010-01-29
"30",0.0000529531575739384,2010-01-30
"31",0.0000436558723449707,2010-01-31
"32",0.0000487177185714245,2010-02-01
"33",0.0000850090906023979,2010-02-02
"34",0.0000663167759776115,2010-02-03
"35",0.0000613633841276169,2010-02-04
"36",0.0000879861786961556,2010-02-05
"37",0.0000904999077320099,2010-02-06
"38",0.0000909260287880898,2010-02-07
"39",0.0000950823351740837,2010-02-08
"40",0.0000818009674549103,2010-02-09
"41",0.0000976207107305527,2010-02-10
"42",0.0000802110284566879,2010-02-11
"43",0.0000732496976852417,2010-02-12
"44",0.0000853357538580894,2010-02-13
"45",0.0000942396819591522,2010-02-14
"46",0.0000789847746491432,2010-02-15
"47",0.0000808105394244194,2010-02-16
"48",0.0000728709772229195,2010-02-17
"49",0.0000698377415537834,2010-02-18
"50",0.0000830144435167313,2010-02-19
"51",0.0000853375270962715,2010-02-20
"52",0.000073977917432785,2010-02-21
"53",0.000218566372990608,2010-02-22
"54",0.0000653003007173538,2010-02-23
"55",0.0000788018777966499,2010-02-24
"56",0.0000864029079675674,2010-02-25
"57",0.0000890025645494461,2010-02-26
"58",0.000118375182151794,2010-02-27
"59",0.000105873197317123,2010-02-28
"60",0.0000882985517382622,2010-03-01
"61",0.0000908214747905731,2010-03-02
"62",0.0000888949334621429,2010-03-03
"63",0.000111594974994659,2010-03-04
"64",0.0000718598067760468,2010-03-05
"65",0.0000870624482631683,2010-03-06
"66",0.000105528697371483,2010-03-07
"67",0.000111302018165588,2010-03-08
"68",0.0000744198188185692,2010-03-09
"69",0.0000603184215724468,2010-03-10
"70",0.0000826167911291122,2010-03-11
"71",0.0000975480005145073,2010-03-12
"72",0.000109503418207169,2010-03-13
"73",0.000109478272497654,2010-03-14
"74",0.000085191622376442,2010-03-15
"75",0.0000927108153700829,2010-03-16
"76",0.0000914716720581055,2010-03-17
"77",0.00009620201587677,2010-03-18
"78",0.000132883071899414,2010-03-19
"79",0.0000886484161019325,2010-03-20
"80",0.0000855993032455444,2010-03-21
