"","evaporation_m","date"
"1",0.0000218945015221834,2008-01-01
"2",0.0000401414819061756,2008-01-02
"3",0.000184920430183411,2008-01-03
"4",0.0000977950170636177,2008-01-04
"5",0.0000949138775467873,2008-01-05
"6",0.0000575533732771873,2008-01-06
"7",0.0000575389415025711,2008-01-07
"8",0.0000398605056107044,2008-01-08
"9",0.000052234835922718,2008-01-09
"10",0.0000500007942318916,2008-01-10
"11",0.0000571785271167755,2008-01-11
"12",0.000039646577090025,2008-01-12
"13",0.000053856261074543,2008-01-13
"14",0.0000380491353571415,2008-01-14
"15",0.0000545597672462463,2008-01-15
"16",0.0000349484086036682,2008-01-16
"17",0.0000144557971507311,2008-01-17
"18",0.0000183105524629354,2008-01-18
"19",0.0000194114074110985,2008-01-19
"20",0.0000341852977871895,2008-01-20
"21",0.0000306353401392698,2008-01-21
"22",0.0000146821495145559,2008-01-22
"23",0.0000395755283534527,2008-01-23
"24",0.000143461063504219,2008-01-24
"25",0.0000424431152641773,2008-01-25
"26",0.0000382726117968559,2008-01-26
"27",0.0000995956435799599,2008-01-27
"28",0.000107932738959789,2008-01-28
"29",0.0000800569429993629,2008-01-29
"30",0.0000232657473534346,2008-01-30
"31",0.0000148951420560479,2008-01-31
"32",0.0000287186577916145,2008-02-01
"33",0.0000378019399940968,2008-02-02
"34",0.0000883832722902298,2008-02-03
"35",0.0000851565524935722,2008-02-04
"36",0.0000390357673168182,2008-02-05
"37",0.0000559284836053848,2008-02-06
"38",0.0000552092604339123,2008-02-07
"39",0.0000805664882063866,2008-02-08
"40",0.0000710441917181015,2008-02-09
"41",0.0000596828013658524,2008-02-10
"42",0.000078495666384697,2008-02-11
"43",0.00007834692299366,2008-02-12
"44",0.00007947738468647,2008-02-13
"45",0.0000817592144012451,2008-02-14
"46",0.0000515771470963955,2008-02-15
"47",0.0000577901639044285,2008-02-16
"48",0.0000640529990196228,2008-02-17
"49",0.0000562142953276634,2008-02-18
"50",0.0000704743638634682,2008-02-19
"51",0.0000803551971912384,2008-02-20
"52",0.0000709623098373413,2008-02-21
"53",0.0000676003098487854,2008-02-22
"54",0.0000708613246679306,2008-02-23
"55",0.000101598389446735,2008-02-24
"56",0.0000763793811202049,2008-02-25
"57",0.00007220608741045,2008-02-26
"58",0.00006774090975523,2008-02-27
"59",0.000072613462805748,2008-02-28
"60",0.0000779192224144936,2008-02-29
"61",0.0000812011435627937,2008-03-01
