"","evaporation_m","date"
"1",0.0000333865061402321,2012-01-01
"2",0.0000460688807070255,2012-01-02
"3",0.0000436807870864868,2012-01-03
"4",0.0000379411317408085,2012-01-04
"5",0.0000323930978775024,2012-01-05
"6",0.0000338610671460629,2012-01-06
"7",0.0000426841527223587,2012-01-07
"8",0.0000438558645546436,2012-01-08
"9",0.0000305258184671402,2012-01-09
"10",0.0000249183233827353,2012-01-10
"11",0.000040164589881897,2012-01-11
"12",0.0000282291267067194,2012-01-12
"13",0.0000246788635849953,2012-01-13
"14",0.000026993041858077,2012-01-14
"15",0.0000441375784575939,2012-01-15
"16",0.0000350966267287731,2012-01-16
"17",0.0000216652527451515,2012-01-17
"18",0.0000771077573299408,2012-01-18
"19",0.000042379729449749,2012-01-19
"20",0.0000497666634619236,2012-01-20
"21",0.0000866643041372299,2012-01-21
"22",0.0000774704366922379,2012-01-22
"23",0.0000520330183207989,2012-01-23
"24",0.0000491751991212368,2012-01-24
"25",0.0000536412969231606,2012-01-25
"26",0.0000468928813934326,2012-01-26
"27",0.0000644587129354477,2012-01-27
"28",0.0000442530512809753,2012-01-28
"29",0.000045133575797081,2012-01-29
"30",0.0000373927615582943,2012-01-30
"31",0.0000464545600116253,2012-01-31
"32",0.0000550684481859207,2012-02-01
"33",0.0000602116398513317,2012-02-02
"34",0.0000341119691729546,2012-02-03
"35",0.0000356983654201031,2012-02-04
"36",0.0000394565090537071,2012-02-05
"37",0.0000377521961927414,2012-02-06
"38",0.0000552005916833878,2012-02-07
"39",0.0000696485787630081,2012-02-08
"40",0.0000553473494946957,2012-02-09
"41",0.0000516115725040436,2012-02-10
"42",0.0000551460087299347,2012-02-11
"43",0.000072823092341423,2012-02-12
"44",0.0000464337766170502,2012-02-13
"45",0.000124944642186165,2012-02-14
"46",0.000020417083054781,2012-02-15
"47",0.000077278696000576,2012-02-16
"48",0.0000543209463357925,2012-02-17
"49",0.000057305421680212,2012-02-18
"50",0.0000716821625828743,2012-02-19
"51",0.000046780489385128,2012-02-20
"52",0.0000535455942153931,2012-02-21
"53",0.000065567322075367,2012-02-22
"54",0.0000776506662368774,2012-02-23
"55",0.0000559495538473129,2012-02-24
"56",0.0000629185512661934,2012-02-25
"57",0.0000542699284851551,2012-02-26
"58",0.0000525864809751511,2012-02-27
