"","evaporation_m","date"
"1",0.0000159007869660854,2013-01-01
"2",0.0000217298902571201,2013-01-02
"3",0.0000209064856171608,2013-01-03
"4",0.0000181202385574579,2013-01-04
"5",0.0000196169428527355,2013-01-05
"6",0.0000276276282966137,2013-01-06
"7",0.0000428522042930126,2013-01-07
"8",0.0000338492430746555,2013-01-08
"9",0.0000424538888037205,2013-01-09
"10",0.0000582776330411434,2013-01-10
"11",0.0000199428722262382,2013-01-11
"12",0.0000190559383481741,2013-01-12
"13",0.000185111418366432,2013-01-13
"14",0.000191371619701385,2013-01-14
"15",0.000187186136841774,2013-01-15
"16",0.000093216061592102,2013-01-16
"17",0.000107541926205158,2013-01-17
"18",0.0000183038935065269,2013-01-18
"19",0.0000245513897389174,2013-01-19
"20",0.0000284092966467142,2013-01-20
"21",0.0000355861932039261,2013-01-21
"22",0.0000315056852996349,2013-01-22
"23",0.0000425842776894569,2013-01-23
"24",0.0000345175862312317,2013-01-24
"25",0.0000156551189720631,2013-01-25
"26",0.0000364737547934055,2013-01-26
"27",0.0000637125223875046,2013-01-27
"28",0.0000609414353966713,2013-01-28
"29",0.0000551085509359837,2013-01-29
"30",0.0000670725703239441,2013-01-30
"31",0.0000556459985673428,2013-01-31
"32",0.0000501974783837795,2013-02-01
"33",0.000052596740424633,2013-02-02
"34",0.0000776337459683418,2013-02-03
"35",0.0000668895617127418,2013-02-04
"36",0.0000638345628976822,2013-02-05
"37",0.0000805218517780304,2013-02-06
"38",0.0000633778795599937,2013-02-07
"39",0.0000439093336462975,2013-02-08
"40",0.0000829977095127106,2013-02-09
"41",0.000023532897233963,2013-02-10
"42",0.0000563360266387463,2013-02-11
"43",0.0000435880124568939,2013-02-12
"44",0.0000554667040705681,2013-02-13
"45",0.0000650477260351181,2013-02-14
"46",0.0000669373795390129,2013-02-15
"47",0.0000623453743755817,2013-02-16
"48",0.0000738078057765961,2013-02-17
"49",0.0000681893602013588,2013-02-18
"50",0.0000697952285408974,2013-02-19
"51",0.000150399148464203,2013-02-20
"52",0.0000628635212779045,2013-02-21
"53",0.0000530206561088562,2013-02-22
"54",0.0000688370689749718,2013-02-23
"55",0.0000682621747255325,2013-02-24
"56",0.0000510849319398403,2013-02-25
"57",0.0000631232261657715,2013-02-26
"58",0.0000523955672979355,2013-02-27
"59",0.0000632983148097992,2013-02-28
"60",0.0000784942358732223,2013-03-01
"61",0.0000780231654644012,2013-03-02
"62",0.000075348511338234,2013-03-03
"63",0.0000733180791139603,2013-03-04
"64",0.000067297637462616,2013-03-05
"65",0.0000719041526317596,2013-03-06
"66",0.000058374710381031,2013-03-07
"67",0.0000687382891774178,2013-03-08
"68",0.000128003120422363,2013-03-09
"69",0.000118277676403522,2013-03-10
"70",0.000108543828129768,2013-03-11
"71",0.000100214906036854,2013-03-12
"72",0.0000885950028896332,2013-03-13
"73",0.0000929494649171829,2013-03-14
"74",0.0000939868465065956,2013-03-15
"75",0.000101298488676548,2013-03-16
"76",0.0000996605083346367,2013-03-17
"77",0.0000825192257761955,2013-03-18
"78",0.0000815910845994949,2013-03-19
"79",0.0000748064294457436,2013-03-20
"80",0.0000777279734611511,2013-03-21
"81",0.0000724681094288826,2013-03-22
"82",0.0000700213015079498,2013-03-23
"83",0.0000548224970698357,2013-03-24
"84",0.0000620506592094898,2013-03-25
"85",0.000066699281334877,2013-03-26
"86",0.0000596555322408676,2013-03-27
"87",0.000054375983774662,2013-03-28
"88",0.0000513104945421219,2013-03-29
"89",0.0000496523715555668,2013-03-30
"90",0.0000473534241318703,2013-03-31
"91",0.0000456836931407452,2013-04-01
"92",0.0000462036170065403,2013-04-02
"93",0.0000410400778055191,2013-04-03
"94",0.0000488892830908298,2013-04-04
"95",0.0000443922132253647,2013-04-05
"96",0.0000368155837059021,2013-04-06
"97",0.0000386792309582233,2013-04-07
"98",0.0000514036789536476,2013-04-08
"99",0.0000724257230758667,2013-04-09
"100",0.0000669172704219818,2013-04-10
"101",0.0000388846434652805,2013-04-11
"102",0.0000490072146058083,2013-04-12
"103",0.0000546368472278118,2013-04-13
"104",0.0000520911253988743,2013-04-14
"105",0.0000476562567055225,2013-04-15
"106",0.0000338118597865105,2013-04-16
"107",0.0000399956963956356,2013-04-17
"108",0.0000386536233127117,2013-04-18
"109",0.000039833527058363,2013-04-19
"110",0.0000456667467951775,2013-04-20
"111",0.0000428312681615353,2013-04-21
"112",0.0000409424044191837,2013-04-22
"113",0.0000398443751037121,2013-04-23
"114",0.0000335490107536316,2013-04-24
"115",0.0000348229371011257,2013-04-25
"116",0.0000335409864783287,2013-04-26
"117",0.0000323785990476608,2013-04-27
"118",0.0000302397757768631,2013-04-28
"119",0.0000308994743973017,2013-04-29
"120",0.0000283145755529404,2013-04-30
"121",0.0000304988399147987,2013-05-01
"122",0.0000254141539335251,2013-05-02
"123",0.000021438080817461,2013-05-03
"124",0.000022091643884778,2013-05-04
"125",0.0000220563653856516,2013-05-05
"126",0.0000194653514772654,2013-05-06
"127",0.0000160473324358463,2013-05-07
"128",0.0000198605973273516,2013-05-08
"129",0.0000280932914465666,2013-05-09
"130",0.0000419257506728172,2013-05-10
"131",0.0000406854227185249,2013-05-11
"132",0.0000376344285905361,2013-05-12
"133",0.0000364511422812939,2013-05-13
"134",0.0000374321267008781,2013-05-14
"135",0.0000361091010272503,2013-05-15
"136",0.000031478613615036,2013-05-16
"137",0.000029846178367734,2013-05-17
"138",0.0000234516300261021,2013-05-18
"139",0.0000244520250707865,2013-05-19
"140",0.0000229544974863529,2013-05-20
"141",0.0000220865476876497,2013-05-21
"142",0.0000242538750171661,2013-05-22
"143",0.0000234254766255617,2013-05-23
"144",0.0000181242991238832,2013-05-24
"145",0.0000188686531037092,2013-05-25
"146",0.0000173653569072485,2013-05-26
"147",0.000015539800748229,2013-05-27
"148",0.0000145956119522452,2013-05-28
"149",0.0000144002074375749,2013-05-29
"150",0.0000134666441008449,2013-05-30
"151",0.0000136920474469662,2013-05-31
"152",0.0000133617855608463,2013-06-01
"153",0.0000125905759632587,2013-06-02
"154",0.0000129564823582768,2013-06-03
"155",0.0000117385555058718,2013-06-04
"156",0.0000106083378195763,2013-06-05
"157",0.0000107858581468463,2013-06-06
"158",0.0000104790041223168,2013-06-07
"159",0.00000988082867115736,2013-06-08
"160",0.0000100405886769295,2013-06-09
"161",0.0000109965819865465,2013-06-10
"162",0.00000907794199883938,2013-06-11
"163",0.00000835607945919037,2013-06-12
"164",0.0000092708133161068,2013-06-13
"165",0.00000785678066313267,2013-06-14
"166",0.00000791686959564686,2013-06-15
"167",0.00000762731954455376,2013-06-16
"168",0.00000678561441600323,2013-06-17
"169",0.00000674791540950537,2013-06-18
"170",0.00000652435282245278,2013-06-19
"171",0.00000557232648134232,2013-06-20
"172",0.00000591021729633212,2013-06-21
"173",0.000005718017462641,2013-06-22
"174",0.00000582977291196585,2013-06-23
"175",0.00000551107805222273,2013-06-24
"176",0.00000508923316374421,2013-06-25
"177",0.00000502380356192589,2013-06-26
