717221747.8,23216589.97,29212063.95,13923419.35,62550.63775,11074381.52,0
720113024.9,19797555.18,28879330.22,12881371.69,49110.64176,11968627.88,20886498.08
736560247.2,15184097.75,84056857.71,13430596.83,101659.5728,34403688.71,34857788.03
753037073,3299592.53,108977635.2,14346817.46,199242.5458,45863429.71,35390912.18
799769929.8,1627400.841,342987308,22138516.14,1096428.213,161451799,113195108.7
811776624.1,776374.7129,265262177.3,34915069.82,1509106.478,117594460.1,100013221.3
804561999.6,642002.1665,137886324.3,43462790.58,1927894.076,64129532.68,36222733.64
787294513.1,2612799.515,104970151.1,34570294.68,2023081.733,51825724.51,36431336.18
757339451.3,806235.2788,41210050.68,29221283.22,1764559.861,35492413.04,5493091.636
727177164.8,9734544.478,36977481.95,20550498.79,1451538.038,18478954.69,36393321.36
737600070.8,4031176.394,32463557.5,13743309.55,1128074.493,16648919.19,-5448475.34
731279719.3,62931142.6,31514287.75,13590606.11,89191.72202,27027275.58,60058708.46
730248530,1911076.216,30301427.32,13814323.84,56360.68948,22414044.79,-3041036.5
726745446.8,14303211.06,27786888.33,12690057.07,48284.80155,23078900.6,9775940.119
714537695.3,3732570.735,30146911.65,13970888.4,91884.54096,30669951.45,1354509.556
695045010.8,8510261.276,54509572.36,17234744.61,170570.1956,41521768.36,23585434.92
719551791.5,7047093.548,169916490.2,25222868.2,754907.2578,61100921.8,65378105.89
812591954.4,1089910.655,288994809.7,36824884.88,1470419.087,103861854.2,54887399.29
805331691.1,104511.9806,175060216,45619717.2,1952267.556,80156166.41,54696840.13
786324997.8,4971784.219,85484369.56,36046301.75,2023067.788,43991961.53,27401516.04
737024035.7,1552749.426,44171636.03,27852857.51,1789927.504,31668990.58,33713571.98
747915664.1,2135030.461,33313609.97,18768668.45,1477880.519,19292610.98,-14982147.92
739215929.6,2762102.344,25040503.66,12258709.6,1113598.619,14017582.59,9112449.635
732249234.6,31114709.65,24704317.58,12183152.81,104007.0582,13068753.23,37429809.17
722836548.7,7509932.319,24042666.29,12154572.97,68190.22976,13494560.16,15247961.13
716019104.8,14930.28294,24195794.02,11885808.86,53441.92965,17481280.75,1607636.724
713439898.1,21843003.94,31620184.42,14852813.22,111338.4544,23337093.41,17741149.96
726722010.7,14467444.17,59629792.47,14101787.87,199169.8827,33595158.97,12919007.28
820399882.8,1940936.782,230785259.8,23482790.94,1117741.888,67706755.18,46741036.51
823423142.3,3866943.282,285531094.2,24390532.25,1493582.125,126679082,133811581.6
811563232.1,5315180.727,137173055.7,31567291.07,1938048.571,58447432.47,62395374.54
781077773.9,1522888.86,53190905.79,32737361.3,2011935.888,32843327.05,17606628.61
734806238.6,1104840.938,35216754.89,27426052.53,1767810.865,22674250.64,30725017.04
724649764.3,53286179.82,35438533.17,16117518.7,1445831.166,23729017.53,57588819.92
723606240.2,14616747,28858238.08,12879100.44,1101326.739,12925056.78,17613025.2
714635140.2,15273679.45,24221620.76,13439719.66,100834.7112,15388103.27,19537742.6
704408357.5,7390490.056,22833614.68,13067462.44,64174.5496,13836679.42,13482571
695289239.9,17767036.7,19521224.98,11686809.86,51084.90265,11984453.77,22685030.8
716723421.8,20140951.69,29549905.87,13005835.97,100639.4748,14279565.63,870634.525
749950906.1,1836424.802,97462606.59,14410374.5,185971.6079,33351713.85,18123487.2
811098210.1,2344054.422,163305240.9,21917183.21,805741.2646,50338032.38,31441034.41
812992835.4,1358655.748,219566909.8,32667823.32,1486131.459,86015328.92,98861656.56
804053805.8,2777032.627,80168428.87,37059239.61,1933093.041,36454832.87,16437325.54
775598655.7,1567679.709,83818317.72,37163186.97,1963660.505,52646983.52,22067316.56
739727823.8,89581.69765,28189322.19,34841784.28,1701585.11,24688825.64,2917540.731
