"","month","Precip_m3","Evap_m3","Inflow_m3"
"222",2024-06-01,6.42939921906918,1575180.97708624,141.416127659613
"223",2024-07-01,158.026962739765,2012008.81697028,173.683049617102
"224",2024-08-01,202.619073028963,2129249.84814764,150344.834814419
"225",2024-09-01,341.191733915071,2292436.43898849,12426108.2768262
"226",2024-10-01,65.575716847349,1549905.10525376,172431788.076782
"227",2024-11-01,67.201618242424,1262010.81463326,97571469.7540284
"228",2024-12-01,63.5255480415458,1104549.12689057,116834822.946167
"229",2025-01-01,0.396480299455727,1027014.09973093,157689674.450684
"230",2025-02-01,1.82457282398818,984901.162199514,99754407.6416016
"231",2025-03-01,96.5198277111604,1119371.04602793,133413674.194336
"232",2025-04-01,31.4626100126666,1294665.30819332,166351137.011719
"233",2025-05-01,1.07469859176364,1488349.96304597,45761935.0880384
"234",2025-06-01,22.6741887470811,1661163.41558924,4409395.40221235
"235",2025-07-01,149.174414758032,1960745.63690312,15287445.9257153
"236",2025-08-01,258.992534114082,2308059.12181607,64710169.2993165
"237",2025-09-01,56.4611784748833,1854660.13981224,77678213.2690429
"238",2025-10-01,271.646395896531,1712167.71926514,24487813.9760971
"239",2025-11-01,292.014452532867,1423777.56740437,7116879.15466726
"240",2025-12-01,676.039467525501,1274661.77161174,121550891.545486
"241",2026-01-01,137.666791860604,1341407.72645578,126385831.933594
"242",2026-02-01,117.334788475473,1228612.27085622,175625340.710449
"243",2026-03-01,240.698618523006,1507504.13158592,315730971.496583
"244",2026-04-01,62.7890203520032,1455618.65621798,240362451.507568
"245",2026-05-01,16.3732397279688,1627341.68146418,61830066.5874482
"246",2026-06-01,2.71188579291657,1659366.35942989,24647387.9866004
"247",2026-07-01,862.096528142994,2597644.08619295,21932839.4489765
"248",2026-08-01,750.00737001477,2696537.03126018,41334118.0252075
"249",2026-09-01,254.723606567642,2051940.5002339,69567495.8312989
"250",2026-10-01,181.961721983292,1792935.92403939,49745017.4468994
"251",2026-11-01,37.2632707378585,1203927.91573933,29262641.0751343
"252",2026-12-01,61.2178016861207,1141740.1520568,70920998.6709594
"253",2027-01-01,168.168051029496,1172271.62742534,160396038.171387
"254",2027-02-01,162.44995557049,1162502.89431472,120550212.37793
"255",2027-03-01,272.428147704858,1313655.17076284,237374637.670898
"256",2027-04-01,66.5483307810108,1469883.61022119,158313817.419434
"257",2027-05-01,86.1759823390717,1634786.84112249,34386536.4921123
"258",2027-06-01,2.74956804082923,1659603.20418864,5258552.36515864
"259",2027-07-01,164.035132676025,2049686.96590315,19072.2352952929
"260",2027-08-01,673.659701203229,2103902.64407626,50481233.9719891
"261",2027-09-01,37.6334277384142,1809996.74081798,133217413.082886
"262",2027-10-01,73.5693357064592,1622826.66574881,169936554.91333
