"","month","Precip_m3","Evap_m3","Inflow_m3"
"1",1976-01-01,382.69749156904,1214007.47613585,66732522.7968
"2",1976-02-01,164.698553481467,1145748.99793624,183498146.496
"3",1976-03-01,137.536939850692,1248257.18141585,289025452.8
"4",1976-04-01,43.8975771323768,1405088.59933032,172648984.032
"5",1976-05-01,10.1520105769825,1580304.6826941,116317131.84
"6",1976-06-01,11.6177436426092,1711794.23073509,77260468.23936
"7",1976-07-01,13.045643123628,1850602.54007845,201038645.261664
"8",1976-08-01,160.87365694869,2020200.7338316,391143108.384
"9",1976-09-01,212.417101488444,1893556.59435505,306578744.64
"10",1976-10-01,290.919775408119,1654450.90546219,71335346.66496
"11",1976-11-01,160.906875927943,1315983.72145849,30003853.7232
"12",1976-12-01,400.47411449654,1176451.59924505,30308285.60928
"13",1977-01-01,288.741599072019,1193715.5140913,41810254.6176
"14",1977-02-01,546.261602432179,1039138.98086191,81845866.368
"15",1977-03-01,195.399711540502,1467913.48777361,194191101.216
"16",1977-04-01,3.06266895157946,1345903.48514561,220561875.072
"17",1977-05-01,136.201462875448,1689905.10644716,56770327.154016
"18",1977-06-01,18.1249253452342,1666855.7737893,20862356.572512
"19",1977-07-01,1647.24552927914,2422851.6224136,11896218.6483168
"20",1977-08-01,925.537114785034,2536640.71768975,15679479.79584
"21",1977-09-01,75.8392877987886,1903249.22800563,130256985.6
"22",1977-10-01,83.3646865990037,1641442.18467659,73938559.968
"23",1977-11-01,35.7294917877963,1106577.06910612,57925120.3776
"24",1977-12-01,361.300586994787,1191213.15211629,56285318.88
"25",1978-01-01,128.85196231696,1183015.49941819,79519996.6848
"26",1978-02-01,381.11520822613,1171922.47230674,114108638.112
"27",1978-03-01,205.243589972858,1411380.75386051,118848534.336
"28",1978-04-01,3.03447786758788,1380345.91614955,132902556.192
"29",1978-05-01,25.1305697801625,1561200.89713427,72455320.0224
"30",1978-06-01,12.084660644397,1642789.6662111,13598797.974351
"31",1978-07-01,98.8935836612128,1945615.30154841,88434086.3592826
"32",1978-08-01,73.5686107133511,1948264.74119515,535459565.088
"33",1978-09-01,201.394271149427,1957247.96513263,514570105.728
"34",1978-10-01,0,1435424.01633409,200286426.816
"35",1978-11-01,5.52259397065808,1123548.89716052,121234294.944
"36",1978-12-01,464.912564002549,1197041.91523588,95214389.1552
"37",1979-01-01,302.848273382438,1188275.37494158,68611777.92
"38",1979-02-01,497.587053574502,1189647.35461764,66492394.8192
"39",1979-03-01,160.497250195382,1455144.97554824,78922184.544
"40",1979-04-01,18.9313534714707,1251234.30888408,103572544.32
"41",1979-05-01,2.64886289364863,1512066.38937492,35748845.47584
"42",1979-06-01,16.3021502744434,1708080.04262102,7530497.05681728
"43",1979-07-01,119.907842362337,1902520.28416537,379647.721668096
"44",1979-08-01,388.333175217173,2268051.36781285,11988839.6027749
"45",1979-09-01,72.6784545649204,1833294.27281716,139027801.248
"46",1979-10-01,72.3712957112488,1501450.03595674,45165763.6416
"47",1979-11-01,23.9172883996006,1098872.65586975,49027989.8304
"48",1979-12-01,454.95111838805,1115431.63777378,115087398.048
"49",1980-01-01,512.895299509736,1326966.06646879,102564512.064
"50",1980-02-01,270.682193316626,1343540.00795614,116652983.328
"51",1980-03-01,377.06920912433,1438120.47196384,137212100.928
"52",1980-04-01,142.636805990688,1480174.88606853,130573985.472
"53",1980-05-01,10.3062553755199,1601415.08177148,88100242.272
"54",1980-06-01,1.41566898256295,1647701.25338583,20589049.8349946
"55",1980-07-01,1400.1666881905,2142408.52140456,2115271.3081248
"56",1980-08-01,241.027368732697,2296586.56929707,5143678.16856768
"57",1980-09-01,171.089584375317,1902015.6323451,918259.222120128
"58",1980-10-01,189.975191974558,1655185.49782464,296131.479104362
"59",1980-11-01,121.802790943346,1367241.61998491,13547906.83008
"60",1980-12-01,192.898839821271,1139122.83662622,192808486.08
"61",1981-01-01,505.984470291705,1258726.044878,303409157.184
"62",1981-02-01,125.010279231544,1285866.1129548,247328889.696
"63",1981-03-01,92.7151268444211,1301277.32045809,281445337.152
"64",1981-04-01,23.7989759583552,1324190.76314771,188829809.28
"65",1981-05-01,39.6554888822204,1669246.49655856,57964497.87744
"66",1981-06-01,40.1986834881098,1766967.41751669,34131342.034944
