"","month","Precip_m3","Evap_m3","Inflow_m3"
"1",1976-01-01,119.586657857842,1190414.7799283,238187355.84
"2",1976-02-01,67.8213165620059,1064976.23875878,128092732.992
"3",1976-03-01,210.304949966242,1408324.04215741,192627463.392
"4",1976-04-01,40.335281628581,1410912.50487401,143801753.76
"5",1976-05-01,0.71057808695933,1624374.6969059,58817580.7968
"6",1976-06-01,0.0353638436700191,1715494.18920905,27867123.50688
"7",1976-07-01,105.839881867537,1975225.05830925,12121779.944736
"8",1976-08-01,0.118003771143357,1911980.65825898,15151547.09376
"9",1976-09-01,370.572407296873,2147779.83910741,22551042.7296
"10",1976-10-01,221.177108636719,1808350.51793539,106621673.76
"11",1976-11-01,557.019521082248,1253115.65007792,133778856.96
"12",1976-12-01,216.592552964602,1271822.97541202,444701867.904
"13",1977-01-01,79.4820274567192,1130648.30471324,170833459.104
"14",1977-02-01,44.2348883666893,1058449.55420683,103377266.496
"15",1977-03-01,292.696670205085,1256421.0689895,119857413.312
"16",1977-04-01,90.1857770044801,1308453.55343698,209306184.192
"17",1977-05-01,40.2455601925908,1535846.50917615,92383551.3888
"18",1977-06-01,0.00274654645841453,1670940.52382213,28585592.788032
"19",1977-07-01,0.00889373863051415,1900711.47976749,13180483.3022554
"20",1977-08-01,89.2938513226261,1968512.54132666,2870094.71986272
"21",1977-09-01,89.2047677064058,1847169.33359115,6015525.92928
"22",1977-10-01,245.430079899198,1779161.7355653,9845873.11008
"23",1977-11-01,158.752508876533,1357992.57194012,29157865.2288
"24",1977-12-01,217.968700585372,1133314.1985673,156281350.5792
"25",1978-01-01,210.916791972573,1220932.94526273,132863879.232
"26",1978-02-01,224.5490350593,1106824.49087089,129203067.168
"27",1978-03-01,143.76387319808,1471590.79485553,143249353.632
"28",1978-04-01,54.0411951302812,1297620.60940668,135662742.432
"29",1978-05-01,0.948382417705839,1441875.05332746,39309321.473856
"30",1978-06-01,0.0567461729631152,1612316.97648694,7608040.97092704
"31",1978-07-01,65.3535489188167,1850657.72659948,5801548.15864713
"32",1978-08-01,443.872962550382,2292214.73052547,12760166.5535232
"33",1978-09-01,207.303575513338,1911793.98625236,58977696.1536
"34",1978-10-01,425.51886818447,1817493.67576664,97805432.7936
"35",1978-11-01,86.9289228743643,1404857.03275813,148527388.8
"36",1978-12-01,171.680368963687,1101639.44528007,127212815.52
"37",1979-01-01,111.226498531453,1005357.9994728,85296879.36
"38",1979-02-01,22.8142691308442,1018251.32214952,76148505.216
"39",1979-03-01,84.9896692041633,1246251.39314528,80179261.344
"40",1979-04-01,115.096448743795,1318229.64223409,71739562.8096
"41",1979-05-01,0.732653319852888,1550169.33291145,25282096.23744
"42",1979-06-01,0.00802443337338705,1599404.03168459,2200729.39739654
"43",1979-07-01,15.6519795694488,1898327.66420812,197868.431347776
"44",1979-08-01,0.0601613647096921,1911879.83070114,393730.194539002
"45",1979-09-01,15.6595793789574,1779744.96354817,42763.6738097856
"46",1979-10-01,228.251714543045,1635726.51553195,5410.5581462688
"47",1979-11-01,45.5663866498293,1424039.35907916,789877.527264
"48",1979-12-01,445.461278055873,1126890.92733192,15058467.9929779
"49",1980-01-01,298.082698920151,1190821.12545434,178713313.632
"50",1980-02-01,318.839978362917,1237405.17579983,236058030.432
"51",1980-03-01,422.778922767582,1403174.31008247,365646524.544
"52",1980-04-01,79.4613833191628,1345786.83751537,292428916.416
"53",1980-05-01,38.3036947430885,1544233.64726755,111746233.0656
"54",1980-06-01,47.6176282197007,1700071.96231782,59638485.5136
"55",1980-07-01,22.3865666858804,1991965.32740684,43221729.6
"56",1980-08-01,38.9246014674356,1964907.20221874,57454872.6528
"57",1980-09-01,198.233863764851,1856651.22761815,45224289.5328
"58",1980-10-01,139.829657951146,1636586.4003143,76355897.184
"59",1980-11-01,160.697354365027,1486121.97691722,56238245.4816
"60",1980-12-01,690.149700500426,1308462.50901203,487014380.496
"61",1981-01-01,822.260476596334,1382689.19225426,709706406.528
"62",1981-02-01,160.811922639082,1255454.51881459,361105752.672
"63",1981-03-01,129.653656632388,1378265.02719152,297509575.104
"64",1981-04-01,48.4174729859854,1312002.72058572,209160880.992
"65",1981-05-01,60.0322557346908,1705863.61026896,96705391.104
"66",1981-06-01,0.0384789251085409,1552602.46462967,61559742.7872
"67",1981-07-01,19.6355409249142,1896540.19410751,36539656.0704
"68",1981-08-01,34.862770852204,2078268.19294507,20686851.9648
"69",1981-09-01,318.380609842282,1839364.44965554,73481726.1024
"70",1981-10-01,10.5833703858024,1560896.90610537,100672286.4
"71",1981-11-01,229.020474653325,1223134.4556716,66759538.608
"72",1981-12-01,363.675131913279,1220932.84608959,230473379.808
"73",1982-01-01,152.135253695886,1164131.57651228,162427156.416
"74",1982-02-01,235.536650339366,1202485.63690734,147436420.32
"75",1982-03-01,109.679273977346,1426432.16216763,235179231.84
"76",1982-04-01,51.4779046718079,1287474.34482768,151599966.336
"77",1982-05-01,6.09709191550876,1542618.51348476,46890804.62304
"78",1982-06-01,0.230366815208355,1585796.1939152,22166927.71776
"79",1982-07-01,1.3730977456672,1883758.8414201,15726196.72512
"80",1982-08-01,441.655158346903,2364911.14206886,38173913.3664
"81",1982-09-01,44.6339160728497,1713393.86773579,221395422.528
"82",1982-10-01,119.230917544353,1559407.28564028,62566965.8208
"83",1982-11-01,62.4512588159234,1209966.02834492,59840044.1856
"84",1982-12-01,15.7090481648462,1147538.17718345,50027580.288
"85",1983-01-01,232.493987889017,1274026.32619488,48347407.7856
"86",1983-02-01,252.662231243386,1123942.59589967,90871066.944
