"","month","Precip_m3","Evap_m3","Inflow_m3","Outflow_m3"
"1",2006-01-01,27.3391672630814,912886.455148866,1264679767.96875,1075646895.99609
"2",2006-02-01,181.08362471039,1160957.53936576,1209147267.48047,1103831004.19922
"3",2006-03-01,151.943671136009,1004574.51921324,981503135.156251,1108406871.38672
"4",2006-04-01,84.4438633108384,992612.536448713,927300629.882813,1345426123.53516
"5",2006-05-01,34.3553447114394,783387.951378115,1077386415.82031,1020963548.14453
"6",2006-06-01,1.48299290412591,472586.666078089,1305023663.67188,1040080824.31641
"7",2006-07-01,758.863643548079,2588683.58027018,1686006283.00781,1319543127.24609
"8",2006-08-01,10.6490762231026,889196.733504542,1310657746.28906,1071704492.57813
"9",2006-09-01,11.1132739942491,567378.301244091,1552372910.15625,1352364786.03516
"10",2006-10-01,11.6444461501942,536741.867667772,1155627801.5625,1089057682.61719
"11",2006-11-01,109.128010007338,750957.108453897,1105231191.50391,1091613113.96484
"12",2006-12-01,44.354503207227,1148096.80892273,1291282237.79297,1363155892.38281
"13",2007-01-01,53.1991827958509,1058625.68068285,866435745.410156,1076755812.89063
"14",2007-02-01,69.7241730267379,807777.297036965,714157190.332031,1043791019.82422
"15",2007-03-01,250.379164507878,1511901.62787863,796168480.078125,1019565760.25391
"16",2007-04-01,10.8576693203225,539628.404930765,1557394699.21875,1332895977.24609
"17",2007-05-01,13.3073772620055,498765.763916881,1282236022.26562,1096728092.57813
"18",2007-06-01,13.0666345143045,470764.316202719,1345713001.17188,1110221031.44531
"19",2007-07-01,55.0868818373974,659997.387784513,1618258383.98437,1397083201.17187
"20",2007-08-01,56.0365802544479,786284.65498892,1165409012.98828,1114756736.13281
"21",2007-09-01,12.1411436652766,638560.050545188,1199163287.10938,1368021055.07813
"22",2007-10-01,150.343146586253,838636.901483529,821222718.75,1032426896.48438
"23",2007-11-01,88.8536595698193,1139225.5812234,921495561.328125,1007877863.67187
"24",2007-12-01,370.519344959018,1209912.76007952,1126168737.01172,1281142683.10547
"25",2008-01-01,27.4829476095729,1018376.67273009,903004458.398437,1018596803.02734
"26",2008-02-01,237.671834142639,1279092.49373873,837048349.51172,1010694037.5
"27",2008-03-01,84.2295609386556,1133785.1935533,922895065.722656,1156355266.99219
"28",2008-04-01,37.4776915667139,701530.989827858,719307218.847656,855252740.917969
"29",2008-05-01,8.1176650118305,563609.832100742,932215386.621094,777375364.746094
"30",2008-06-01,1.86857828333455,359846.291929489,1655451221.48438,1172987673.04688
"31",2008-07-01,65.2692721355262,771636.288004473,1360403358.39844,994353197.16797
"32",2008-08-01,89.0054164115447,1080172.35134732,1317930038.08594,1014118647.36328
