"","month","Precip_m3","Evap_m3","Inflow_m3","Outflow_m3"
"342",2034-06-01,4.0501215881427,575231.255219339,1829516788.47656,1725346965.23437
"343",2034-07-01,29.1968195899437,1188516.46615595,2298787398.63281,2160343016.01562
"344",2034-08-01,116.412703365923,1025595.82544531,1770918593.55469,1726568082.42188
"345",2034-09-01,351.31332767121,1426451.05291672,2270227394.53125,2160123967.96875
"346",2034-10-01,17.0485923196047,916955.047494881,2090902717.96875,1774003280.27344
"347",2034-11-01,72.8166271239452,933896.487080802,1911089077.73438,1814910152.34375
"348",2034-12-01,205.377706820346,1283806.61322212,2227632442.38281,2296250184.375
"349",2035-01-01,69.2667210614436,1356952.22722328,1659105307.61719,1832654299.21875
"350",2035-02-01,428.593624783516,1246311.30259588,1558791970.3125,1812253705.66406
"351",2035-03-01,60.4434260178095,1090634.16350302,1642170427.73438,1802940989.0625
"352",2035-04-01,27.7838313523976,548347.333100487,1917413490.23437,2239379715.23438
"353",2035-05-01,20.6357819308866,573797.779806114,1620587144.53125,1742714293.35937
"354",2035-06-01,29.1712571163821,595681.924991185,1850114392.38281,1725007909.57031
"355",2035-07-01,42.2430333160391,1442881.7793466,2196084983.20312,2144487761.71875
"356",2035-08-01,398.122188102992,2217634.25598224,1535261544.14063,1677832291.40625
"357",2035-09-01,38.9515400881906,956673.318967755,1391448491.01562,1970931276.5625
"358",2035-10-01,286.171822984321,1219531.5941401,702192382.910156,1217586708.10547
"359",2035-11-01,226.264557869809,1282387.50179783,580798153.564453,875466899.999999
"360",2035-12-01,111.013476532422,1278220.04990677,686046974.853516,844926345.703125
"361",2036-01-01,62.4487516981321,1345689.58420668,654678918.017578,614106561.18164
"362",2036-02-01,135.878926790118,1365548.47734288,714154384.863281,674906246.191406
"363",2036-03-01,83.4241120137799,993069.378588912,853214586.328125,839120206.640625
"364",2036-04-01,15.0765887286674,492682.819858426,905631964.453125,718951717.96875
"365",2036-05-01,26.2841655758928,561023.256603274,1121480005.07813,833846995.898438
"366",2036-06-01,15.745626038834,727791.598788912,1560984444.14062,1253591041.99219
"367",2036-07-01,6.69987867193481,854534.658908578,1066021794.14062,1018732314.55078
"368",2036-08-01,80.7284454451591,806336.096477158,693168435.791016,817106320.898438
"369",2036-09-01,16.7101005076779,1017113.1312095,556344165.234375,701053381.054688
"370",2036-10-01,36.5072658306287,767551.238776496,314889153.222656,377581745.214844
"371",2036-11-01,77.2469662596054,1129560.089284,238162817.504883,279881176.025391
"372",2036-12-01,73.7588890580542,1325880.92476378,278439778.78418,293648109.521484
"373",2037-01-01,21.8355066214331,881070.994852368,386939667.700195,270760287.963867
"374",2037-02-01,140.931401122439,816175.31293275,556518399.609375,407256461.71875
