"","month","Precip_m3","Evap_m3","Inflow_m3"
"1",2006-01-01,262.321931886066,1168975.67404784,60502852.1118164
"2",2006-02-01,724.905253635552,1169322.09103312,393115979.827881
"3",2006-03-01,265.011550122124,1243810.86577504,508652624.597168
"4",2006-04-01,88.8745895988297,1330197.02843475,244620534.759521
"5",2006-05-01,2.85959562492683,1682288.60122164,83413690.4525757
"6",2006-06-01,3.57687330039261e-05,1659554.6996499,56185934.1257572
"7",2006-07-01,251.714952284957,2231390.72170821,88974948.6629963
"8",2006-08-01,883.93310139977,2492125.51938957,526466922.033691
"9",2006-09-01,176.733909747292,1871556.97180802,415650915.637207
"10",2006-10-01,300.960431656229,1735719.87766256,416946723.815918
"11",2006-11-01,86.3094862587956,1220176.94486759,236193093.511963
"12",2006-12-01,86.4522207148932,1116011.33255421,166382880.79834
"13",2007-01-01,567.60955458645,1185373.90588803,265245742.30957
"14",2007-02-01,316.363946647087,1172832.97735564,358216305.029297
"15",2007-03-01,189.366270086049,1243813.96970202,208411078.656006
"16",2007-04-01,91.2747287551797,1349069.95800318,213684644.696045
"17",2007-05-01,51.3690142480334,1698452.48206224,87525819.3946838
"18",2007-06-01,14.7210301879085,1649993.53585974,43039056.9611549
"19",2007-07-01,145.684069705818,1999004.81562305,31584624.466896
"20",2007-08-01,748.194327889868,2432875.88091905,222756083.486938
"21",2007-09-01,93.0468701905808,1864899.21290709,484268332.324219
"22",2007-10-01,314.102000811067,1805988.4056439,149776276.519775
"23",2007-11-01,153.152887798647,1257476.77872995,132504015.371704
"24",2007-12-01,413.927768953527,1374103.81176893,137952976.849365
"25",2008-01-01,1107.98013325432,1321646.60023927,1136822116.99219
"26",2008-02-01,1032.61825995832,1204306.90339926,1184138742.26074
"27",2008-03-01,345.818896363613,1242276.10876555,1131388680.76172
"28",2008-04-01,29.5927622187053,1340381.55043701,562540984.277344
"29",2008-05-01,79.5465600279018,1523892.39960745,422771391.430664
"30",2008-06-01,11.3772911001279,1838378.38315808,332628816.192627
"31",2008-07-01,282.842070344864,2232978.19593458,263907011.151123
"32",2008-08-01,262.78619550375,2091197.46872271,295020066.796875
"33",2008-09-01,54.3139413955059,1847386.89399448,324371704.504395
"34",2008-10-01,4.16982922618022,1679031.41401424,157540378.985596
"35",2008-11-01,301.694658838544,1251357.90333366,160308324.591064
"36",2008-12-01,163.176072175481,1176200.90134241,235663142.541504
"37",2009-01-01,73.3925350698387,1189530.92527285,240434649.645996
"38",2009-02-01,472.39511182319,1088031.03987903,230908530.541992
"39",2009-03-01,341.466835904264,1274011.35829693,208441377.026367
"40",2009-04-01,81.8694348243541,1400539.26138047,297195610.913086
"41",2009-05-01,19.6863688022163,1503836.71249959,145141391.821289
"42",2009-06-01,14.1820677188339,1800722.81728157,85914013.1423951
"43",2009-07-01,40.0333094153771,1905691.85226172,96072680.3741455
"44",2009-08-01,555.202487049755,2426483.33527645,68852820.5474854
"45",2009-09-01,63.9975776039618,1808840.75838518,406593918.896484
"46",2009-10-01,8.83589203215769,1642619.88088737,120983122.045898
"47",2009-11-01,123.112346755053,1213480.12777946,106571517.901611
"48",2009-12-01,162.755720771996,1095173.85624294,164990640.39917
"49",2010-01-01,107.921100660485,1074173.16647768,105425049.60022
"50",2010-02-01,83.0335807622942,1097449.25772343,114248293.231201
"51",2010-03-01,184.586041684767,1115931.54914252,91249139.1494751
"52",2010-04-01,48.703260192867,1355283.3102136,220840632.971191
"53",2010-05-01,11.5583727324641,1607244.06977227,122847530.795288
"54",2010-06-01,0.00688347305157963,1705262.40310075,42245366.8652058
"55",2010-07-01,86.7855356605411,2022055.05694076,23478990.4452324
"56",2010-08-01,35.9760233498187,1966701.22776498,16004491.1149263
"57",2010-09-01,116.08618689761,1958184.63577329,12252651.4189124
"58",2010-10-01,134.375752582707,1564029.11770751,1743760.02749205
"59",2010-11-01,135.174782855883,1272300.15382247,33854010.5827332
"60",2010-12-01,60.996054270441,1237123.44213702,74182504.3258666
"61",2011-01-01,85.2797262708021,987444.577146987,29444662.5869751
"62",2011-02-01,313.209914950781,1208239.31693083,119135681.364441
"63",2011-03-01,71.075153226284,1329282.95766409,108152745.03479
"64",2011-04-01,36.9057153497334,1302943.52415539,107412270.281982
"65",2011-05-01,1.72332894426793,1688016.06617334,24693604.1067123
"66",2011-06-01,27.2134127967431,1739213.92260654,2719499.84396026
"67",2011-07-01,35.0440033051153,1892802.8774569,1229893.48600432
"68",2011-08-01,327.607137532682,2170778.44659652,569704.664896242
"69",2011-09-01,84.886718714798,1844259.98573893,12288803.2569408
"70",2011-10-01,208.065917097391,1625412.32983135,50499006.5497399
"71",2011-11-01,39.7734714646514,1216258.76628561,26149653.3828735
"72",2011-12-01,122.369857101162,1172722.37740488,18483196.004641
"73",2012-01-01,506.147036612368,1144432.89942499,123330311.361694
"74",2012-02-01,130.953634590461,1227080.04965723,189534577.91748
"75",2012-03-01,215.748083132625,1306766.73853527,262711250.463867
"76",2012-04-01,35.5381096072909,1365814.73559415,140689321.133423
"77",2012-05-01,17.4814862702089,1741391.69533436,50388032.5036705
"78",2012-06-01,0.366379135372544,1770222.17752004,20258581.9478284
"79",2012-07-01,52.1220112404965,1914777.12934622,588117.571073771
"80",2012-08-01,140.70187480916,1993343.01754856,518039.493657276
"81",2012-09-01,75.5058103116716,1828072.98717762,1151573.48198891
"82",2012-10-01,55.0918865785178,1590964.84060136,226117.005002126
"83",2012-11-01,195.719853912399,1249716.82741604,2637786.74304038
"84",2012-12-01,47.5446819727627,1270607.24956819,996635.692083835
