"","month","Precip_m3","Evap_m3","Inflow_m3"
"1",1976-01-01,185.852591385479,1198362.99862967,145856665.228271
"2",1976-02-01,491.673668690368,1292618.82656962,283230020.928955
"3",1976-03-01,361.729546070576,1376928.32585543,314181579.858398
"4",1976-04-01,12.6468459708483,1248265.57825823,158081148.083496
"5",1976-05-01,132.164893462154,1609075.64908468,67364743.599701
"6",1976-06-01,2.60554387154219,1816225.14343213,54049027.001667
"7",1976-07-01,49.6816843978241,2095639.37354626,65491727.925682
"8",1976-08-01,169.309580354501,2132147.05272374,79998897.7111816
"9",1976-09-01,67.7238857854511,1824766.05011485,126751185.406494
"10",1976-10-01,63.5024708022708,1415153.52975906,66504150.920105
"11",1976-11-01,85.5881561606832,1153190.5814957,23945171.741867
"12",1976-12-01,268.971345616232,1260809.95380662,99509230.783081
"13",1977-01-01,226.481850808713,1174257.54692224,163556080.334473
"14",1977-02-01,447.945495037412,1102521.97748893,304514857.397461
"15",1977-03-01,650.117945852928,1206121.60024123,634313136.730957
"16",1977-04-01,190.148254878434,1326135.84664911,444589833.361817
"17",1977-05-01,58.574913156418,1495760.74505239,110465448.54126
"18",1977-06-01,9.23830989224962,1742785.47314236,61684068.2258606
"19",1977-07-01,533.709487815209,2121929.75789815,90355565.6566143
"20",1977-08-01,391.403649945179,2220631.669175,214243299.810791
"21",1977-09-01,211.363171023066,1820478.15873099,426691609.497071
"22",1977-10-01,254.764764210897,1457347.58854397,229848490.17334
"23",1977-11-01,100.084865411294,1180821.15861112,136579801.409912
"24",1977-12-01,139.911455005689,1148464.63362514,142291089.212036
"25",1978-01-01,127.883721133027,1173640.58581556,84057839.9780274
"26",1978-02-01,224.972813950714,1009109.18342969,137881528.527832
"27",1978-03-01,73.2479577505946,1028847.20732522,140703302.911377
"28",1978-04-01,47.9669911939568,1451093.03904906,104197166.324616
"29",1978-05-01,24.0775009236375,1585510.39169927,63439356.8435669
"30",1978-06-01,7.47663681296767,1735985.6142939,27734346.9141483
"31",1978-07-01,136.076645253364,2031906.13601497,28111255.087924
"32",1978-08-01,170.179437588338,2194297.87017328,22920544.3779946
"33",1978-09-01,115.660986288018,1841419.71242965,122519255.19104
"34",1978-10-01,21.2712656312516,1616047.78203544,61320466.5847778
"35",1978-11-01,92.0243212019326,1229264.80502885,59075085.0997925
"36",1978-12-01,184.098835257665,1215152.05622748,124813852.349854
"37",1979-01-01,65.7347725646544,1097553.61561872,58573949.0158081
"38",1979-02-01,171.415889362888,1172759.43825974,49492762.6052857
"39",1979-03-01,173.96575176456,1307175.69251135,71368419.0261841
"40",1979-04-01,0.163061972343103,1453221.68367691,167765179.202271
"41",1979-05-01,1.60815100413224,1574914.14449738,33628017.1766281
"42",1979-06-01,2.95082202819773,1612561.80667755,6509764.0535769
"43",1979-07-01,473.664022876277,2137730.16309036,124633407.24698
"44",1979-08-01,97.1898601197117,1987708.46413774,122777163.94043
"45",1979-09-01,105.732379249459,1721739.76960147,64251411.6765976
"46",1979-10-01,317.231690499676,1587957.38922362,154489634.747315
"47",1979-11-01,8.06359571476989,1296275.92220546,109523224.594116
"48",1979-12-01,153.801294932385,943002.227463956,50390696.3104248
"49",1980-01-01,287.183143120288,1167831.46453036,56809858.2687377
"50",1980-02-01,267.02363420393,965550.085660189,55514148.1430054
"51",1980-03-01,210.91148926254,1212033.18986412,126571393.734741
"52",1980-04-01,102.361673929064,1301057.10667275,79369879.7790528
"53",1980-05-01,4.40993541708352,1564977.6588111,38278651.7451883
"54",1980-06-01,0.66218055077173,1737448.13961943,7060583.87801696
"55",1980-07-01,415.272353959502,1979218.74686446,310.559985809227
"56",1980-08-01,46.3104352722244,1895001.40388975,9748.11165531867
"57",1980-09-01,282.610414562351,1907591.12898577,12163351.4571472
"58",1980-10-01,252.456854933388,1563554.84430829,13146678.4283437
"59",1980-11-01,82.5405165312557,1097921.14164928,95617419.8181153
"60",1980-12-01,173.670160393417,1202310.46060792,134794828.262329
"61",1981-01-01,552.665116074135,1189884.27919339,107669768.939209
"62",1981-02-01,161.669570144772,1118090.44497493,287957234.61914
"63",1981-03-01,23.5886468465514,1240445.37533042,229317242.596435
"64",1981-04-01,145.84724263697,1433104.31631532,144022929.180908
"65",1981-05-01,24.3511168495123,1545523.21950563,64053342.2987938
"66",1981-06-01,6.48672822982949,1639424.93761603,23934596.0229278
"67",1981-07-01,116.761165018772,2023107.70388347,19282031.4582906
"68",1981-08-01,534.691210515206,2210176.1951725,28672463.369751
"69",1981-09-01,110.56758752726,1819353.1991197,337803755.932617
"70",1981-10-01,63.471628733633,1529165.82538203,168871218.530273
"71",1981-11-01,337.943824651888,1242885.82438556,118350220.770264
"72",1981-12-01,50.9180556695851,1175268.52392826,228307696.051025
"73",1982-01-01,185.415385991531,1186440.30681761,152027667.498779
"74",1982-02-01,232.900433350821,1173319.26814339,108671951.12915
"75",1982-03-01,72.4801515314699,1259347.61270739,171465643.817139
"76",1982-04-01,159.110342588011,1357254.93350776,196307295.556641
"77",1982-05-01,47.9293186198399,1605292.66110944,68167706.2179565
"78",1982-06-01,25.2793686510582,1790911.0010687,32929035.956955
"79",1982-07-01,159.563285496974,2059371.92680418,50612873.2747078
"80",1982-08-01,229.484181393895,2081411.91822201,41370511.8301391
"81",1982-09-01,249.975259238327,1893573.64737523,109187569.638062
"82",1982-10-01,120.298438124329,1528447.86976164,307485653.851318
"83",1982-11-01,228.591024645113,1216446.06692804,213926679.821777
"84",1982-12-01,495.627326302581,1277868.1658147,655152737.695312
